,Symbol,Name,Buy,Analyst,Analyst_Numeric,Analyst_String
1262,SON,Sonoco Products Company Common Stock,1,Buy,,
1263,ADT,ADT Inc. Common Stock,1,Buy,,
1264,THO,Thor Industries Inc. Common Stock,1,Buy,,
1265,AYI,Acuity Brands Inc. ,1,Buy,,
1266,RBC,RBC Bearings Incorporated Common Stock,1,Strong Buy,,
1267,MSA,MSA Safety Incorporated Common Stock,1,Buy,,
1268,HUN,Huntsman Corporation Common Stock,1,Buy,,
1269,IBKR,Interactive Brokers Group Inc. Class A Common Stock,1,Strong Buy,,
1270,PRGO,Perrigo Company plc Ordinary Shares,1,Strong Buy,,
1271,GPK,Graphic Packaging Holding Company,1,Strong Buy,,
1272,EXP,Eagle Materials Inc Common Stock,1,Strong Buy,,
1273,NYCB,New York Community Bancorp Inc. Common Stock,1,Buy,,
1274,HOG,Harley-Davidson Inc. Common Stock,1,Buy,,
1275,CACI,CACI International Inc. Class A Common Stock,1,Strong Buy,,
1276,BPOP,Popular Inc. Common Stock,1,Strong Buy,,
1277,FRPT,Freshpet Inc. Common Stock,1,Strong Buy,,
1278,INGR,Ingredion Incorporated Common Stock,1,Strong Buy,,
1279,PRI,Primerica Inc. Common Stock,1,Buy,,
1280,NFE,New Fortress Energy Inc. Class A Common Stock,1,Buy,,
1281,AZEK,The AZEK Company Inc. Class A Common Stock,1,Strong Buy,,
1282,BOKF,BOK Financial Corporation Common Stock,1,Buy,,
1283,REYN,Reynolds Consumer Products Inc. Common Stock,1,Buy,,
1284,VVV,Valvoline Inc. Common Stock,1,Strong Buy,,
1285,LPX,Louisiana-Pacific Corporation Common Stock,1,Buy,,
1286,DEI,Douglas Emmett Inc. Common Stock,1,Buy,,
1287,SNV,Synovus Financial Corp. Common Stock,1,Strong Buy,,
1288,DV,DoubleVerify Holdings Inc. Common Stock,1,Strong Buy,,
1289,ASH,Ashland Inc. Common Stock,1,Strong Buy,,
1290,CR,Crane Company Common Stock,1,Strong Buy,,
1291,TDC,Teradata Corporation Common Stock,1,Buy,,
1292,CUZ,Cousins Properties Incorporated Common Stock,1,Buy,,
1293,NVT,nVent Electric plc Ordinary Shares ,1,Strong Buy,,
1294,EVR,Evercore Inc. Class A Common Stock,1,Buy,,
1295,AMED,Amedisys Inc Common Stock,1,Buy,,
1296,CERT,Certara Inc. Common Stock,1,Buy,,
1297,MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,1,Strong Buy,,
1298,CLH,Clean Harbors Inc. Common Stock,1,Strong Buy,,
1299,SLM,SLM Corporation Common Stock,1,Strong Buy,,
1300,NOV,NOV Inc. Common Stock,1,Buy,,
1301,SAM,Boston Beer Company Inc. (The) Common Stock,1,Buy,,
1302,NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,1,Buy,,
1303,TKR,Timken Company (The) Common Stock,1,Buy,,
1304,ESI,Element Solutions Inc. Common Stock,1,Strong Buy,,
1305,ACHC,Acadia Healthcare Company Inc. Common Stock,1,Strong Buy,,
1306,LAZ,Lazard Inc. Common Stock,1,Buy,,
1307,UNM,Unum Group Common Stock,1,Strong Buy,,
1308,VMEO,Vimeo Inc. Common Stock,1,Buy,,
1309,VMI,Valmont Industries Inc. Common Stock,1,Strong Buy,,
1310,IONS,Ionis Pharmaceuticals Inc. Common Stock,1,Strong Buy,,
1311,CC,Chemours Company (The) Common Stock,1,Buy,,
1312,BWXT,BWX Technologies Inc. Common Stock,1,Strong Buy,,
1313,ICUI,ICU Medical Inc. Common Stock,1,Buy,,
1314,ADPT,Adaptive Biotechnologies Corporation Common Stock,1,Strong Buy,,
1315,RYN,Rayonier Inc. REIT Common Stock,1,Buy,,
1316,MTG,MGIC Investment Corporation Common Stock,1,Buy,,
1317,WOOF,Petco Health and Wellness Company Inc. Class A Common Stock,1,Buy,,
1318,CRUS,Cirrus Logic Inc. Common Stock,1,Strong Buy,,
1319,DRVN,Driven Brands Holdings Inc. Common Stock,1,Strong Buy,,
1320,WEN,Wendy's Company (The) Common Stock,1,Buy,,
1321,AI,C3.ai Inc. Class A Common Stock,1,Buy,,
1322,SAIC,Science Applications International Corporation Common Stock,1,Buy,,
1323,HXL,Hexcel Corporation Common Stock,1,Buy,,
1324,GTES,Gates Industrial Corporation plc Ordinary Shares,1,Strong Buy,,
1325,HLF,Herbalife Ltd. Common Shares,1,Buy,,
1326,TNL,Travel   Leisure Co. Common  Stock,1,Buy,,
1327,NFG,National Fuel Gas Company Common Stock,1,Buy,,
1328,SLG,SL Green Realty Corp Common Stock,1,Buy,,
1329,AWI,Armstrong World Industries Inc Common Stock,1,Buy,,
1330,THG,Hanover Insurance Group Inc,1,Strong Buy,,
1331,CW,Curtiss-Wright Corporation Common Stock,1,Strong Buy,,
1332,FLS,Flowserve Corporation Common Stock,1,Buy,,
1333,HIW,Highwoods Properties Inc. Common Stock,1,Buy,,
1334,DTM,DT Midstream Inc. Common Stock ,1,Buy,,
1335,FCN,FTI Consulting Inc. Common Stock,1,Strong Buy,,
1336,HAYW,Hayward Holdings Inc. Common Stock,1,Buy,,
1337,PK,Park Hotels & Resorts Inc. Common Stock ,1,Buy,,
1338,SLGN,Silgan Holdings Inc. Common Stock,1,Strong Buy,,
1339,HRB,H&R Block Inc. Common Stock,1,Buy,,
1340,OLLI,Ollie's Bargain Outlet Holdings Inc. Common Stock,1,Strong Buy,,
1341,JAMF,Jamf Holding Corp. Common Stock,1,Strong Buy,,
1342,WBS,Webster Financial Corporation Common Stock,1,Strong Buy,,
1343,AL,Air Lease Corporation Class A Common Stock,1,Strong Buy,,
1344,R,Ryder System Inc. Common Stock,1,Strong Buy,,
1345,LESL,Leslie's Inc. Common Stock,1,Buy,,
1346,WTFC,Wintrust Financial Corporation Common Stock,1,Strong Buy,,
1347,KMPR,Kemper Corporation,1,Strong Buy,,
1348,SPR,Spirit Aerosystems Holdings Inc. Common Stock,1,Buy,,
1349,SKLZ,Skillz Inc. Class A Common Stock,1,Buy,,
1350,SPB,Spectrum Brands Holdings Inc. Common Stock,1,Buy,,
1351,HPP,Hudson Pacific Properties Inc. Common Stock,1,Buy,,
1352,AXS,Axis Capital Holdings Limited Common Stock,1,Buy,,
1353,LOPE,Grand Canyon Education Inc. Common Stock,1,Strong Buy,,
1354,FTDR,Frontdoor Inc. Common Stock,1,Buy,,
1355,HAIN,Hain Celestial Group Inc. (The) Common Stock,1,Buy,,
1356,MSM,MSC Industrial Direct Company Inc. Common Stock,1,Buy,,
1357,IOVA,Iovance Biotherapeutics Inc. Common Stock,1,Strong Buy,,
1358,EPR,EPR Properties Common Stock,1,Buy,,
1359,FOUR,Shift4 Payments Inc. Class A Common Stock,1,Strong Buy,,
1360,SABR,Sabre Corporation Common Stock,1,Buy,,
1361,VSAT,ViaSat Inc. Common Stock,1,Buy,,
1362,MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),1,Strong Buy,,
1363,FNB,F.N.B. Corporation Common Stock,1,Strong Buy,,
1364,AGO,Assured Guaranty Ltd. Common Stock,1,Strong Buy,,
1365,SHLS,Shoals Technologies Group Inc. Class A Common Stock,1,Strong Buy,,
1366,KEX,Kirby Corporation Common Stock,1,Strong Buy,,
1367,MCY,Mercury General Corporation Common Stock,1,Buy,,
1368,H,Hyatt Hotels Corporation Class A Common Stock,1,Buy,,
1369,NKTR,Nektar Therapeutics  Common Stock,1,Buy,,
1370,VIRT,Virtu Financial Inc. Class A Common Stock,1,Buy,,
1371,SAGE,Sage Therapeutics Inc. Common Stock,1,Buy,,
1372,CPA,Copa Holdings S.A. Class A Common Stock,1,Strong Buy,,
1373,NABL,N-able Inc. Common Stock,1,Buy,,
1374,GO,Grocery Outlet Holding Corp. Common Stock,1,Buy,,
1375,SNDR,Schneider National Inc. Common Stock,1,Buy,,
1376,GOCO,GoHealth Inc. Class A Common Stock,1,Strong Buy,,
