,Symbol,Name,Buy,Analyst
3404,ASC,Ardmore Shipping Corporation Common Stock,1,Strong Buy
3405,ASH,Ashland Inc. Common Stock,1,Strong Buy
3406,ASIX,AdvanSix Inc. Common Stock ,1,Strong Buy
3407,ASPN,Aspen Aerogels Inc. Common Stock,1,Strong Buy
3408,ASR,Grupo Aeroportuario del Sureste S.A. de C.V. Common Stock,1,Strong Buy
3409,ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) ,1,Strong Buy
3410,ATGE,Adtalem Global Education Inc. Common Stock,1,Strong Buy
3411,ATI,ATI Inc. Common Stock,1,Strong Buy
3412,ATKR,Atkore Inc. Common Stock,1,Strong Buy
3413,ATMU,Atmus Filtration Technologies Inc. Common Stock,1,Strong Buy
3414,ATO,Atmos Energy Corporation Common Stock,1,Strong Buy
3415,ATR,AptarGroup Inc. Common Stock,1,Strong Buy
3416,AUB,Atlantic Union Bankshares Corporation Common Stock,1,Strong Buy
3417,AUNA,Auna SA Class A Ordinary Shares,1,Strong Buy
3418,AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),1,Strong Buy
3419,AVNT,Avient Corporation Common Stock,1,Strong Buy
3420,AVTR,Avantor Inc. Common Stock,1,Strong Buy
3421,AVY,Avery Dennison Corporation Common Stock,1,Strong Buy
3422,AX,Axos Financial Inc. Common Stock,1,Strong Buy
3423,AXTA,Axalta Coating Systems Ltd. Common Shares,1,Strong Buy
3424,AZEK,The AZEK Company Inc. Class A Common Stock,1,Strong Buy
3425,AZO,AutoZone Inc. Common Stock,1,Strong Buy
3426,AZZ,AZZ Inc.,1,Strong Buy
3427,BA,Boeing Company (The) Common Stock,1,Strong Buy
3428,BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,1,Strong Buy
3429,BAC,Bank of America Corporation Common Stock,1,Strong Buy
3430,BAP,Credicorp Ltd. Common Stock,1,Strong Buy
3431,BARK,BARK Inc. Class A Common Stock,1,Strong Buy
3432,BBAI,BigBear.ai Inc. Common Stock,1,Strong Buy
3433,BBU,Brookfield Business Partners L.P. Limited Partnership Units ,1,Strong Buy
3434,BBW,Build-A-Bear Workshop Inc. Common Stock,1,Strong Buy
3435,BC,Brunswick Corporation Common Stock,1,Strong Buy
3436,BCAT,BlackRock Capital Allocation Term Trust Common Shares of Beneficial Interest,1,Strong Buy
3437,BCO,Brinks Company (The) Common Stock,1,Strong Buy
3438,BCS,Barclays PLC Common Stock,1,Strong Buy
3439,BDC,Belden Inc Common Stock,1,Strong Buy
3440,BDX,Becton Dickinson and Company Common Stock,1,Strong Buy
3441,BEKE,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),1,Strong Buy
3442,BEP,Brookfield Renewable Partners L.P. ,1,Strong Buy
3443,BFLY,Butterfly Network Inc. Class A Common Stock,1,Strong Buy
3444,BFS,Saul Centers Inc. Common Stock,1,Strong Buy
3445,BG,Bunge Limited Common Shares,1,Strong Buy
3446,BGSF,BGSF Inc. Common Stock,1,Strong Buy
3447,BHVN,Biohaven Ltd. Common Shares ,1,Strong Buy
3448,BIP,Brookfield Infrastructure Partners LP Limited Partnership Units,1,Strong Buy
3449,BIPC,Brookfield Infrastructure Corporation ,1,Strong Buy
3450,BIRK,Birkenstock Holding plc Ordinary Shares,1,Strong Buy
3451,BJ,BJ's Wholesale Club Holdings Inc. Common Stock,1,Strong Buy
3452,BK,The Bank of New York Mellon Corporation Common Stock,1,Strong Buy
3453,BKSY,BlackSky Technology Inc. Class A Common Stock,1,Strong Buy
3454,BLD,TopBuild Corp. Common Stock,1,Strong Buy
3455,BLDR,Builders FirstSource Inc. Common Stock,1,Strong Buy
3456,BLK,BlackRock Inc. Common Stock,1,Strong Buy
3457,BLND,Blend Labs Inc. Class A Common Stock,1,Strong Buy
3458,BLX,Banco Latinoamericano de Comercio Exterior S.A.,1,Strong Buy
3459,BN,Brookfield Corporation Class A Limited Voting Shares,1,Strong Buy
3460,BODI,The Beachbody Company Inc. Class A Common Stock,1,Strong Buy
3461,BOOT,Boot Barn Holdings Inc. Common Stock,1,Strong Buy
3462,BORR,Borr Drilling Limited Common Shares,1,Strong Buy
3463,BOWL,Bowlero Corp. Class A Common Stock,1,Strong Buy
3464,BRBR,BellRing Brands Inc. Common Stock ,1,Strong Buy
3465,BRC,Brady Corporation Common Stock,1,Strong Buy
3466,BRDG,Bridge Investment Group Holdings Inc. Class A Common Stock,1,Strong Buy
3467,BROS,Dutch Bros Inc. Class A Common Stock,1,Strong Buy
3468,BRT,BRT Apartments Corp. (MD) Common Stock,1,Strong Buy
3469,BRX,Brixmor Property Group Inc. Common Stock,1,Strong Buy
3470,BSX,Boston Scientific Corporation Common Stock,1,Strong Buy
3471,BTE,Baytex Energy Corp Common Shares,1,Strong Buy
3472,BTU,Peabody Energy Corporation Common Stock ,1,Strong Buy
3473,BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),1,Strong Buy
3474,BUR,Burford Capital Limited Ordinary Shares,1,Strong Buy
3475,BURL,Burlington Stores Inc. Common Stock,1,Strong Buy
3476,BW,Babcock & Wilcox Enterprises Inc. Common Stock,1,Strong Buy
3477,BWA,BorgWarner Inc. Common Stock,1,Strong Buy
3478,BWMX,Betterware de Mexico S.A.P.I. de C.V. Ordinary Shares,1,Strong Buy
3479,BWXT,BWX Technologies Inc. Common Stock,1,Strong Buy
3480,BXC,Bluelinx Holdings Inc. Common Stock,1,Strong Buy
3481,BXSL,Blackstone Secured Lending Fund Common Shares of Beneficial Interest,1,Strong Buy
3482,BZH,Beazer Homes USA Inc. Common Stock,1,Strong Buy
3483,C,Citigroup Inc. Common Stock,1,Strong Buy
3484,CAAP,Corporacion America Airports SA Common Shares,1,Strong Buy
3485,CACI,CACI International Inc. Class A Common Stock,1,Strong Buy
3486,CADE,Cadence Bank Common Stock,1,Strong Buy
3487,CALX,Calix Inc Common Stock,1,Strong Buy
3488,CARR,Carrier Global Corporation Common Stock ,1,Strong Buy
3489,CARS,Cars.com Inc. Common Stock ,1,Strong Buy
3490,CBZ,CBIZ Inc. Common Stock,1,Strong Buy
3491,CCIF,Carlyle Credit Income Fund Shares of Beneficial Interest,1,Strong Buy
3492,CCJ,Cameco Corporation Common Stock,1,Strong Buy
3493,CCK,Crown Holdings Inc.,1,Strong Buy
3494,CCL,Carnival Corporation Common Stock,1,Strong Buy
3495,CDE,Coeur Mining Inc. Common Stock,1,Strong Buy
3496,CDLR,Cadeler A/S American Depositary Share (each representing four (4) Ordinary Shares),1,Strong Buy
3497,CDP,COPT Defense Properties Common Shares of Beneficial Interest,1,Strong Buy
3498,CDRE,Cadre Holdings Inc. Common Stock,1,Strong Buy
3499,CEIX,CONSOL Energy Inc. Common Stock ,1,Strong Buy
3500,CFG,Citizens Financial Group Inc. Common Stock,1,Strong Buy
3501,CGAU,Centerra Gold Inc. Common Shares,1,Strong Buy
3502,CHE,Chemed Corp,1,Strong Buy
3503,CI,The Cigna Group Common Stock,1,Strong Buy
3504,CIA,Citizens Inc. Class A Common Stock ($1.00 Par),1,Strong Buy
3505,CIEN,Ciena Corporation Common Stock,1,Strong Buy
3506,CIVI,Civitas Resources Inc. Common Stock,1,Strong Buy
3507,CL,Colgate-Palmolive Company Common Stock,1,Strong Buy
3508,CLCO,Cool Company Ltd. Common Shares,1,Strong Buy
3509,CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,1,Strong Buy
3510,CLH,Clean Harbors Inc. Common Stock,1,Strong Buy
3511,CLS,Celestica Inc. Common Stock,1,Strong Buy
3512,CMC,Commercial Metals Company Common Stock,1,Strong Buy
3513,CMG,Chipotle Mexican Grill Inc. Common Stock,1,Strong Buy
3514,CMS,CMS Energy Corporation Common Stock,1,Strong Buy
3515,CNF,CNFinance Holdings Limited American Depositary Shares each representing  twenty (20) Ordinary Shares,1,Strong Buy
3516,CNM,Core & Main Inc. Class A Common Stock,1,Strong Buy
3517,CNNE,Cannae Holdings Inc. Common Stock,1,Strong Buy
3518,CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,1,Strong Buy
3519,COHR,Coherent Corp. Common Stock,1,Strong Buy
3520,COLD,Americold Realty Trust Inc. Common Stock,1,Strong Buy
3521,CON,Concentra Group Holdings Parent Inc. Common Stock,1,Strong Buy
3522,COP,ConocoPhillips Common Stock,1,Strong Buy
3523,COR,Cencora Inc. Common Stock,1,Strong Buy
3524,COUR,Coursera Inc. Common Stock,1,Strong Buy
3525,CP,Canadian Pacific Kansas City Limited Common Shares,1,Strong Buy
3526,CPA,Copa Holdings S.A. Class A Common Stock,1,Strong Buy
3527,CPAY,Corpay Inc. Common Stock,1,Strong Buy
3528,CPNG,Coupang Inc. Class A Common Stock,1,Strong Buy
3529,CR,Crane Company Common Stock,1,Strong Buy
3530,CRBG,Corebridge Financial Inc. Common Stock,1,Strong Buy
3531,CRC,California Resources Corporation Common Stock,1,Strong Buy
3532,CRGY,Crescent Energy Company Class A Common Stock,1,Strong Buy
3533,CRH,CRH PLC Ordinary Shares,1,Strong Buy
3534,CRM,Salesforce Inc. Common Stock,1,Strong Buy
3535,CSL,Carlisle Companies Incorporated Common Stock,1,Strong Buy
3536,CSTM,Constellium SE Ordinary Shares (France),1,Strong Buy
3537,CSV,Carriage Services Inc. Common Stock,1,Strong Buy
3538,CTO,CTO Realty Growth Inc. Common Stock,1,Strong Buy
3539,CTOS,Custom Truck One Source Inc. Common Stock,1,Strong Buy
3540,CTRA,Coterra Energy Inc. Common Stock,1,Strong Buy
3541,CTRE,CareTrust REIT Inc. Common Stock,1,Strong Buy
3542,CTVA,Corteva Inc. Common Stock ,1,Strong Buy
3543,CURB,Curbline Properties Corp. Common Stock,1,Strong Buy
3544,CVE,Cenovus Energy Inc Common Stock,1,Strong Buy
3545,CVEO,Civeo Corporation (Canada) Common Shares,1,Strong Buy
3546,CVLG,Covenant Logistics Group Inc. Class A Common Stock,1,Strong Buy
3547,CVS,CVS Health Corporation Common Stock,1,Strong Buy
3548,CVX,Chevron Corporation Common Stock,1,Strong Buy
3549,CW,Curtiss-Wright Corporation Common Stock,1,Strong Buy
3550,CWAN,Clearwater Analytics Holdings Inc. Class A Common Stock,1,Strong Buy
3551,CWEN,Clearway Energy Inc. Class C Common Stock,1,Strong Buy
3552,CWH,Camping World Holdings Inc. Class A Common Stock,1,Strong Buy
3553,CXT,Crane NXT Co. Common Stock,1,Strong Buy
3554,CYD,China Yuchai International Limited Common Stock,1,Strong Buy
3555,DAL,Delta Air Lines Inc. Common Stock,1,Strong Buy
3556,DAO,Youdao Inc. American Depositary Shares each representing one Class A Ordinary Share,1,Strong Buy
3557,DAR,Darling Ingredients Inc. Common Stock,1,Strong Buy
3558,DAVA,Endava plc American Depositary Shares (each representing one Class A Ordinary Share),1,Strong Buy
3559,DAY,Dayforce Inc. Common Stock,1,Strong Buy
3560,DBD,Diebold Nixdorf Incorporated Common stock,1,Strong Buy
3561,DBRG,DigitalBridge Group Inc.,1,Strong Buy
3562,DCO,Ducommun Incorporated Common Stock,1,Strong Buy
3563,DD,DuPont de Nemours Inc. Common Stock,1,Strong Buy
3564,DE,Deere & Company Common Stock,1,Strong Buy
3565,DEC,Diversified Energy Company plc Ordinary Shares,1,Strong Buy
3566,DECK,Deckers Outdoor Corporation Common Stock,1,Strong Buy
3567,DELL,Dell Technologies Inc. Class C Common Stock ,1,Strong Buy
3568,DESP,Despegar.com Corp. Ordinary Shares,1,Strong Buy
3569,DFIN,Donnelley Financial Solutions Inc. Common Stock ,1,Strong Buy
3570,DHR,Danaher Corporation Common Stock,1,Strong Buy
3571,DHT,DHT Holdings Inc.,1,Strong Buy
3572,DHX,DHI Group Inc. Common Stock,1,Strong Buy
3573,DIS,Walt Disney Company (The) Common Stock,1,Strong Buy
3574,DKL,Delek Logistics Partners L.P. Common Units representing Limited Partner Interests,1,Strong Buy
3575,DLB,Dolby Laboratories Common Stock,1,Strong Buy
3576,DLNG,Dynagas LNG Partners LP Common Units,1,Strong Buy
3577,DLR,Digital Realty Trust Inc. Common Stock,1,Strong Buy
3578,DLX,Deluxe Corporation Common Stock,1,Strong Buy
3579,DNOW,DNOW Inc. Common Stock,1,Strong Buy
3580,DOC,Healthpeak Properties Inc. Common Stock,1,Strong Buy
3581,DOV,Dover Corporation Common Stock,1,Strong Buy
3582,DPZ,Domino's Pizza Inc Common Stock,1,Strong Buy
3583,DRD,DRDGOLD Limited American Depositary Shares,1,Strong Buy
3584,DRI,Darden Restaurants Inc. Common Stock,1,Strong Buy
3585,DT,Dynatrace Inc. Common Stock,1,Strong Buy
3586,DTE,DTE Energy Company Common Stock,1,Strong Buy
3587,DUK,Duke Energy Corporation (Holding Company) Common Stock,1,Strong Buy
3588,DV,DoubleVerify Holdings Inc. Common Stock,1,Strong Buy
3589,DVN,Devon Energy Corporation Common Stock,1,Strong Buy
3590,DX,Dynex Capital Inc. Common Stock,1,Strong Buy
3591,DY,Dycom Industries Inc. Common Stock,1,Strong Buy
3592,EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share),1,Strong Buy
3593,ECO,Okeanis Eco Tankers Corp. Common Stock,1,Strong Buy
3594,ECVT,Ecovyst Inc. Common Stock,1,Strong Buy
3595,EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands),1,Strong Buy
3596,EEX,Emerald Holding Inc. Common Stock,1,Strong Buy
3597,EFC,Ellington Financial Inc. Common Stock ,1,Strong Buy
3598,EFX,Equifax Inc. Common Stock,1,Strong Buy
3599,EFXT,Enerflex Ltd Common Shares,1,Strong Buy
3600,EGP,EastGroup Properties Inc. Common Stock,1,Strong Buy
3601,EGY,VAALCO Energy Inc.  Common Stock,1,Strong Buy
3602,EHC,Encompass Health Corporation Common Stock,1,Strong Buy
3603,EIC,Eagle Point Income Company Inc. Common Stock,1,Strong Buy
3604,EIX,Edison International Common Stock,1,Strong Buy
3605,ELF,e.l.f. Beauty Inc. Common Stock,1,Strong Buy
3606,ELP,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares),1,Strong Buy
3607,ELV,Elevance Health Inc. Common Stock,1,Strong Buy
3608,EMR,Emerson Electric Company Common Stock,1,Strong Buy
3609,ENOV,Enovis Corporation Common Stock,1,Strong Buy
3610,ENVA,Enova International Inc. Common Stock,1,Strong Buy
3611,EOG,EOG Resources Inc. Common Stock,1,Strong Buy
3612,EPD,Enterprise Products Partners L.P. Common Stock,1,Strong Buy
3613,EPRT,Essential Properties Realty Trust Inc. Common Stock,1,Strong Buy
3614,EQH,Equitable Holdings Inc. Common Stock,1,Strong Buy
3615,EQT,EQT Corporation Common Stock,1,Strong Buy
3616,ERJ,Embraer S.A. Common Stock,1,Strong Buy
3617,ERO,Ero Copper Corp. Common Shares,1,Strong Buy
3618,ESAB,ESAB Corporation Common Stock,1,Strong Buy
3619,ESI,Element Solutions Inc. Common Stock,1,Strong Buy
3620,ESNT,Essent Group Ltd. Common Shares,1,Strong Buy
3621,ESTC,Elastic N.V. Ordinary Shares,1,Strong Buy
3622,ET,Energy Transfer LP Common Units ,1,Strong Buy
3623,ETN,Eaton Corporation PLC Ordinary Shares,1,Strong Buy
3624,ETR,Entergy Corporation Common Stock,1,Strong Buy
3625,EVEX,Eve Holding Inc. Common Stock,1,Strong Buy
3626,EVH,Evolent Health Inc Class A Common Stock,1,Strong Buy
3627,EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,1,Strong Buy
3628,EXK,Endeavour Silver Corporation Ordinary Shares (Canada),1,Strong Buy
3629,EXP,Eagle Materials Inc Common Stock,1,Strong Buy
3630,FBMS,First Bancshares Inc.,1,Strong Buy
3631,FBRT,Franklin BSP Realty Trust Inc. Common Stock,1,Strong Buy
3632,FC,Franklin Covey Company Common Stock,1,Strong Buy
3633,FCN,FTI Consulting Inc. Common Stock,1,Strong Buy
3634,FCX,Freeport-McMoRan Inc. Common Stock,1,Strong Buy
3635,FDX,FedEx Corporation Common Stock,1,Strong Buy
3636,FERG,Ferguson Enterprises Inc. Common Stock,1,Strong Buy
3637,FI,Fiserv Inc. Common Stock,1,Strong Buy
3638,FICO,Fair Isaac Corproation Common Stock,1,Strong Buy
3639,FINV,FinVolution Group American Depositary Shares,1,Strong Buy
3640,FLR,Fluor Corporation Common Stock,1,Strong Buy
3641,FLUT,Flutter Entertainment plc Ordinary Shares,1,Strong Buy
3642,FNA,Paragon 28 Inc. Common Stock,1,Strong Buy
3643,FNB,F.N.B. Corporation Common Stock,1,Strong Buy
3644,FOA,Finance of America Companies Inc. Class A Common Stock,1,Strong Buy
3645,FOR,Forestar Group Inc Common Stock ,1,Strong Buy
3646,FOUR,Shift4 Payments Inc. Class A Common Stock,1,Strong Buy
3647,FPI,Farmland Partners Inc. Common Stock,1,Strong Buy
3648,FRO,Frontline Plc Ordinary Shares,1,Strong Buy
3649,FRT,Federal Realty Investment Trust Common Stock,1,Strong Buy
3650,FTI,TechnipFMC plc Ordinary Share,1,Strong Buy
3651,FTK,Flotek Industries Inc. Common Stock,1,Strong Buy
3652,FTV,Fortive Corporation Common Stock ,1,Strong Buy
3653,FUN,Six Flags Entertainment Corporation Common Stock New,1,Strong Buy
3654,FVRR,Fiverr International Ltd. Ordinary Shares no par value,1,Strong Buy
3655,GB,Global Blue Group Holding AG Ordinary Shares,1,Strong Buy
3656,GBTG,Global Business Travel Group Inc. Class A Common Stock,1,Strong Buy
3657,GCI,Gannett Co. Inc. Common Stock,1,Strong Buy
3658,GCTS,GCT Semiconductor Holding Inc. Common Stock,1,Strong Buy
3659,GD,General Dynamics Corporation Common Stock,1,Strong Buy
3660,GDDY,GoDaddy Inc. Class A Common Stock,1,Strong Buy
3661,GE,GE Aerospace Common Stock,1,Strong Buy
3662,GENI,Genius Sports Limited Ordinary Shares,1,Strong Buy
3663,GEO,Geo Group Inc (The) REIT,1,Strong Buy
3664,GETY,Getty Images Holdings Inc. Class A Common Stock,1,Strong Buy
3665,GEV,GE Vernova Inc. Common Stock,1,Strong Buy
3666,GFF,Griffon Corporation Common Stock,1,Strong Buy
3667,GFL,GFL Environmental Inc. Subordinate voting shares no par value,1,Strong Buy
3668,GFR,Greenfire Resources Ltd. Common Shares,1,Strong Buy
3669,GGB,Gerdau S.A. Common Stock,1,Strong Buy
3670,GHI,Greystone Housing Impact Investors LP Beneficial Unit Certificates representing assignments of limited partnership interests,1,Strong Buy
3671,GHM,Graham Corporation Common Stock,1,Strong Buy
3672,GIB,CGI Inc. Common Stock,1,Strong Buy
3673,GIL,Gildan Activewear Inc. Class A Sub. Vot. Common Stock,1,Strong Buy
3674,GKOS,Glaukos Corporation Common Stock,1,Strong Buy
3675,GL,Globe Life Inc. Common Stock,1,Strong Buy
3676,GLOB,Globant S.A. Common Shares,1,Strong Buy
3677,GLW,Corning Incorporated Common Stock,1,Strong Buy
3678,GMED,Globus Medical Inc. Class A Common Stock,1,Strong Buy
3679,GNK,Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands),1,Strong Buy
3680,GOLD,Barrick Gold Corporation Common Stock (BC),1,Strong Buy
3681,GPI,Group 1 Automotive Inc. Common Stock,1,Strong Buy
3682,GPK,Graphic Packaging Holding Company,1,Strong Buy
3683,GPN,Global Payments Inc. Common Stock,1,Strong Buy
3684,GPOR,Gulfport Energy Corporation Common Shares,1,Strong Buy
3685,GPRK,Geopark Ltd Common Shares,1,Strong Buy
3686,GRC,Gorman-Rupp Company (The) Common Stock,1,Strong Buy
3687,GRND,Grindr Inc. Common Stock,1,Strong Buy
3688,GRNT,Granite Ridge Resources Inc. Common Stock,1,Strong Buy
3689,GROV,Grove Collaborative Holdings Inc. Class A Common Stock,1,Strong Buy
3690,GS,Goldman Sachs Group Inc. (The) Common Stock,1,Strong Buy
3691,GSL,Global Ship Lease Inc New Class A Common Shares,1,Strong Buy
3692,GTES,Gates Industrial Corporation plc Ordinary Shares,1,Strong Buy
3693,GTLS,Chart Industries Inc. Common Stock,1,Strong Buy
3694,GWH,ESS Tech Inc. Common Stock,1,Strong Buy
3695,GWRE,Guidewire Software Inc. Common Stock,1,Strong Buy
3696,GXO,GXO Logistics Inc. Common Stock ,1,Strong Buy
3697,HAE,Haemonetics Corporation Common Stock,1,Strong Buy
3698,HAFN,Hafnia Limited Common Shares,1,Strong Buy
3699,HAL,Halliburton Company Common Stock,1,Strong Buy
3700,HASI,HA Sustainable Infrastructure Capital Inc. Common Stock,1,Strong Buy
3701,HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),1,Strong Buy
3702,HCA,HCA Healthcare Inc. Common Stock,1,Strong Buy
3703,HCI,HCI Group Inc. Common Stock,1,Strong Buy
3704,HD,Home Depot Inc. (The) Common Stock,1,Strong Buy
3705,HDB,HDFC Bank Limited Common Stock,1,Strong Buy
3706,HEI,Heico Corporation Common Stock,1,Strong Buy
3707,HG,Hamilton Insurance Group Ltd. Class B Common Shares,1,Strong Buy
3708,HHH,Howard Hughes Holdings Inc. Common Stock,1,Strong Buy
3709,HI,Hillenbrand Inc Common Stock,1,Strong Buy
3710,HL,Hecla Mining Company Common Stock,1,Strong Buy
3711,HLIO,Helios Technologies Inc. Common Stock,1,Strong Buy
3712,HLLY,Holley Inc. Common Stock,1,Strong Buy
3713,HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),1,Strong Buy
3714,HLX,Helix Energy Solutions Group Inc. Common Stock,1,Strong Buy
3715,HNI,HNI Corporation Common Stock,1,Strong Buy
3716,HRTG,Heritage Insurance Holdings Inc. Common Stock,1,Strong Buy
3717,HTGC,Hercules Capital Inc. Common Stock,1,Strong Buy
3718,HUBS,HubSpot Inc. Common Stock,1,Strong Buy
3719,HUYA,HUYA Inc. American depositary shares each  representing one Class A ordinary share,1,Strong Buy
3720,HVT,Haverty Furniture Companies Inc. Common Stock,1,Strong Buy
3721,HWM,Howmet Aerospace Inc. Common Stock,1,Strong Buy
3722,HZO,MarineMax Inc.  (FL) Common Stock,1,Strong Buy
3723,IBN,ICICI Bank Limited Common Stock,1,Strong Buy
3724,IBTA,Ibotta Inc. Class A Common Stock,1,Strong Buy
3725,ICE,Intercontinental Exchange Inc. Common Stock,1,Strong Buy
3726,IEX,IDEX Corporation Common Stock,1,Strong Buy
3727,IFS,Intercorp Financial Services Inc. Common Shares,1,Strong Buy
3728,IGT,International Game Technology Ordinary Shares,1,Strong Buy
3729,IHS,IHS Holding Limited Ordinary Shares,1,Strong Buy
3730,IMAX,Imax Corporation Common Stock,1,Strong Buy
3731,INFA,Informatica Inc. Class A Common Stock,1,Strong Buy
3732,INFY,Infosys Limited American Depositary Shares,1,Strong Buy
3733,INGR,Ingredion Incorporated Common Stock,1,Strong Buy
3734,INSP,Inspire Medical Systems Inc. Common Stock,1,Strong Buy
3735,INSW,International Seaways Inc. Common Stock ,1,Strong Buy
3736,IOT,Samsara Inc. Class A Common Stock,1,Strong Buy
3737,IP,International Paper Company Common Stock,1,Strong Buy
3738,IQV,IQVIA Holdings Inc. Common Stock,1,Strong Buy
3739,IR,Ingersoll Rand Inc. Common Stock,1,Strong Buy
3740,IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,1,Strong Buy
3741,IRS,IRSA Inversiones Y Representaciones S.A. Global Depositary Shares (Each representing ten shares of Common Stock),1,Strong Buy
3742,IRT,Independence Realty Trust Inc. Common Stock,1,Strong Buy
3743,ITGR,Integer Holdings Corporation Common Stock,1,Strong Buy
3744,ITT,ITT Inc. Common Stock ,1,Strong Buy
3745,ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),1,Strong Buy
3746,IVT,InvenTrust Properties Corp. Common Stock,1,Strong Buy
3747,J,Jacobs Solutions Inc. Common Stock,1,Strong Buy
3748,JBI,Janus International Group Inc. Common Stock,1,Strong Buy
3749,JBL,Jabil Inc. Common Stock,1,Strong Buy
3750,JCI,Johnson Controls International plc Ordinary Share,1,Strong Buy
3751,JEF,Jefferies Financial Group Inc. Common Stock,1,Strong Buy
3752,JILL,J. Jill Inc. Common Stock,1,Strong Buy
3753,JLL,Jones Lang LaSalle Incorporated Common Stock,1,Strong Buy
3754,JPM,JP Morgan Chase & Co. Common Stock,1,Strong Buy
3755,KB,KB Financial Group Inc,1,Strong Buy
3756,KBR,KBR Inc. Common Stock,1,Strong Buy
3757,KD,Kyndryl Holdings Inc. Common Stock,1,Strong Buy
3758,KEP,Korea Electric Power Corporation Common Stock,1,Strong Buy
3759,KEX,Kirby Corporation Common Stock,1,Strong Buy
3760,KEY,KeyCorp Common Stock,1,Strong Buy
3761,KEYS,Keysight Technologies Inc. Common Stock,1,Strong Buy
3762,KFY,Korn Ferry Common Stock,1,Strong Buy
3763,KGC,Kinross Gold Corporation Common Stock,1,Strong Buy
3764,KGS,Kodiak Gas Services Inc. Common Stock,1,Strong Buy
3765,KKR,KKR & Co. Inc. Common Stock,1,Strong Buy
3766,KMPR,Kemper Corporation,1,Strong Buy
3767,KNF,Knife Riv Holding Co. Common Stock,1,Strong Buy
3768,KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,1,Strong Buy
3769,KNX,Knight-Swift Transportation Holdings Inc.,1,Strong Buy
3770,KO,Coca-Cola Company (The) Common Stock,1,Strong Buy
3771,KOF,Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares),1,Strong Buy
3772,KOP,Koppers Holdings Inc. Common Stock,1,Strong Buy
3773,KOS,Kosmos Energy Ltd. Common Shares (DE),1,Strong Buy
3774,KR,Kroger Company (The) Common Stock,1,Strong Buy
3775,KREF,KKR Real Estate Finance Trust Inc. Common Stock,1,Strong Buy
3776,KRG,Kite Realty Group Trust Common Stock,1,Strong Buy
3777,KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,1,Strong Buy
3778,KT,KT Corporation Common Stock,1,Strong Buy
3779,KTB,Kontoor Brands Inc. Common Stock ,1,Strong Buy
3780,KVYO,Klaviyo Inc. Series A Common Stock,1,Strong Buy
3781,KWR,Quaker Houghton Common Stock,1,Strong Buy
3782,LAAC,Lithium Americas (Argentina) Corp. Common Shares,1,Strong Buy
3783,LAC,Lithium Americas Corp. Common Shares,1,Strong Buy
3784,LAD,Lithia Motors Inc. Common Stock,1,Strong Buy
3785,LADR,Ladder Capital Corp Class A Common Stock,1,Strong Buy
3786,LB,LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests,1,Strong Buy
3787,LC,LendingClub Corporation Common Stock,1,Strong Buy
3788,LDOS,Leidos Holdings Inc. Common Stock,1,Strong Buy
3789,LEA,Lear Corporation Common Stock,1,Strong Buy
3790,LH,Labcorp Holdings Inc. Common Stock,1,Strong Buy
3791,LLY,Eli Lilly and Company Common Stock,1,Strong Buy
3792,LNG,Cheniere Energy Inc. Common Stock,1,Strong Buy
3793,LOAR,Loar Holdings Inc. Common Stock,1,Strong Buy
3794,LOCL,Local Bounti Corporation Common Stock,1,Strong Buy
3795,LOW,Lowe's Companies Inc. Common Stock,1,Strong Buy
3796,LPG,Dorian LPG Ltd. Common Stock,1,Strong Buy
3797,LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,1,Strong Buy
3798,LRN,Stride Inc. Common Stock,1,Strong Buy
3799,LTH,Life Time Group Holdings Inc. Common Stock,1,Strong Buy
3800,LTM,LATAM Airlines Group S.A. American Depositary Shares (each representing two thousand (2000) shares of Common Stock),1,Strong Buy
3801,LVS,Las Vegas Sands Corp. Common Stock,1,Strong Buy
3802,LW,Lamb Weston Holdings Inc. Common Stock ,1,Strong Buy
